date,ref_1,ref_1_count,ref_1_uniques,ref_2,ref_2_count,ref_2_uniques,ref_3,ref_3_count,ref_3_uniques,ref_4,ref_4_count,ref_4_uniques,ref_5,ref_5_count,ref_5_uniques,ref_6,ref_6_count,ref_6_uniques,ref_7,ref_7_count,ref_7_uniques,ref_8,ref_8_count,ref_8_uniques,ref_9,ref_9_count,ref_9_uniques,ref_10,ref_10_count,ref_10_uniques
2026-02-11,github.com,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12,github.com,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13,github.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-14,github.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-15,github.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-16,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-26,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-28,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-01,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-02,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-03,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-04,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,github.com,3,1,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-07,chatgpt.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-24,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-25,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-28,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-29,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-30,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-04,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06,Google,7,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-07,Google,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08,Google,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09,Google,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,Google,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,github.com,3,1,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-25,github.com,3,1,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-25,github.com,3,1,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-27,github.com,3,1,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,github.com,3,1,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29,github.com,3,1,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,github.com,3,1,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,Google,5,4,github.com,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,Google,5,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03,Google,5,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,Google,5,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Google,5,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,Google,5,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,Google,5,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,Google,4,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,Google,4,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-10,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-14,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-16,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-19,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-24,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,Google,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,Google,2,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-30,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-31,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02,Google,3,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,github.com,2,2,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,github.com,3,3,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-06,github.com,4,4,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,github.com,4,4,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,github.com,4,4,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-09,github.com,4,4,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-10,github.com,4,4,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11,github.com,4,4,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,github.com,3,3,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-13,github.com,3,3,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-14,github.com,3,3,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-15,github.com,3,3,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16,github.com,3,3,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17,github.com,3,3,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,github.com,2,2,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,Google,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-27,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-28,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
